Age,Gender,Experience,Education,Interview Score,Test Score,Salary
26,f,13,PhD,8,9,6000
31,f,11,PhD,7,9,6000
29,m,13,PhD,8,9,6000
28,m,13,PhD,7,9,6000
25,m,11,PhD,9,9,6000
29,m,13,PhD,8,9,6000
25,m,11,PhD,9,9,6000
32,f,12,PhD,7,9,6000
29,m,10,PhD,9,9,6000
26,m,12,PhD,7,9,6000
29,m,12,PhD,7,9,6000
26,m,11,PhD,8,9,6000
29,f,14,PhD,7,9,6000
29,m,11,PhD,8,9,6000
24,m,11,PhD,8,9,6000
29,f,11,PhD,7,9,6000
24,f,12,PhD,7,9,6000
26,f,11,PhD,7,9,6000
28,m,12,PhD,7,9,6000
27,m,7,PhD,8,9,6000
30,f,11,PhD,7,9,6000
28,m,12,PhD,8,9,6000
25,m,11,PhD,8,10,6000
32,f,12,PhD,8,10,6000
27,m,12,PhD,8,10,6000
28,f,12,PhD,7,10,6000
26,m,12,PhD,7,10,6000
29,m,14,PhD,8,10,6000
28,m,10,PhD,7,10,6000
32,f,11,PhD,7,10,6000
24,f,13,PhD,8,10,6000
24,m,11,PhD,8,10,6000
28,f,14,Ma,7,10,6000
29,f,12,PhD,7,10,6000
29,m,12,PhD,7,10,6000
31,f,11,PhD,7,10,6000
32,m,11,PhD,8,7,5999.63
28,f,13,PhD,6,7,5997.1
24,f,11,PhD,8,9,5996.34
29,f,12,PhD,7,9,5996.21
30,f,12,PhD,8,8,5995.58
30,m,12,PhD,8,8,5994.56
29,f,12,PhD,9,8,5994.28
23,f,11,PhD,7,8,5994
30,f,11,PhD,8,9,5993.27
32,f,8,PhD,7,9,5993.21
27,m,12,PhD,7,8,5990.91
26,m,9,PhD,7,8,5989.55
26,f,11,PhD,8,10,5989.14
25,m,11,PhD,8,8,5987.27
22,m,11,PhD,9,8,5984.82
28,f,10,PhD,7,10,5984.79
25,f,12,PhD,8,9,5978.61
28,f,13,PhD,7,8,5977.06
29,f,11,PhD,8,9,5974.91
24,f,10,PhD,8,8,5974.44
23,m,11,PhD,8,8,5972.56
29,f,12,PhD,7,8,5971.61
28,m,12,Ma,8,7,5971.4
24,f,9,PhD,10,9,5971.08
23,f,9,PhD,7,8,5969.28
29,m,15,PhD,9,9,5968.81
29,f,12,PhD,7,8,5968.77
24,f,13,PhD,7,9,5968.4
26,f,11,PhD,9,8,5967.86
28,f,12,PhD,8,8,5967.82
27,f,13,PhD,8,9,5966.05
24,m,11,PhD,7,10,5964.41
27,f,11,PhD,8,10,5964.04
27,f,10,PhD,7,9,5962.66
26,m,11,PhD,8,8,5960.1
29,f,10,PhD,7,8,5959.62
25,f,10,PhD,6,7,5959.44
25,f,10,PhD,9,8,5954.74
26,f,10,PhD,7,9,5954.35
24,f,15,PhD,7,9,5954.34
27,m,13,Ma,7,8,5953.36
26,f,12,PhD,7,8,5953.14
28,m,14,PhD,7,8,5952.7
25,f,13,PhD,6,7,5951.88
33,m,11,PhD,7,9,5951.71
25,f,10,PhD,6,8,5950.4
28,f,10,PhD,7,8,5949.06
26,m,12,PhD,7,9,5948.23
30,m,10,PhD,8,8,5947.67
28,f,10,PhD,8,9,5946.42
29,f,12,PhD,7,8,5946.29
25,f,10,PhD,8,8,5946.1
29,f,12,PhD,7,7,5945.98
26,m,11,PhD,9,10,5945.94
31,f,11,PhD,8,10,5944
30,f,10,PhD,6,8,5942.78
31,f,10,PhD,9,9,5941.7
23,m,12,PhD,8,9,5940.91
28,f,8,PhD,7,6,5938.9
24,f,12,PhD,8,7,5938.16
34,m,10,PhD,8,9,5937.26
27,m,9,PhD,7,7,5936.51
26,m,9,PhD,9,9,5935.3
30,f,10,PhD,7,8,5934.75
29,m,9,PhD,7,9,5931.61
32,m,12,PhD,7,8,5931.54
27,f,11,PhD,7,8,5931.27
23,f,11,PhD,8,9,5930.38
26,f,10,Ma,9,9,5929.76
34,f,14,PhD,6,9,5928.92
29,m,12,PhD,7,8,5928.06
31,f,12,PhD,8,9,5924.83
27,f,11,PhD,6,9,5924.44
28,f,12,PhD,8,9,5924.16
27,m,11,PhD,7,9,5922.68
28,m,9,PhD,6,6,5922.24
30,f,12,PhD,7,8,5921.01
25,m,11,PhD,8,9,5920.85
24,f,9,PhD,7,8,5920.41
28,m,10,PhD,9,8,5919.75
25,m,9,PhD,8,9,5918.94
30,f,10,PhD,6,7,5916.91
26,m,10,PhD,8,9,5916.1
29,f,13,PhD,7,8,5915.91
29,f,13,PhD,8,8,5915.47
29,f,15,PhD,7,8,5915.44
26,m,10,PhD,8,9,5915.2
26,f,9,PhD,8,9,5913.44
30,m,12,PhD,7,10,5913.01
29,m,11,PhD,6,6,5907.62
28,f,7,PhD,7,8,5905.56
30,f,10,PhD,7,10,5905.54
27,f,12,PhD,7,9,5904.48
33,m,11,PhD,8,9,5903.78
32,m,11,PhD,8,10,5903.59
29,m,10,PhD,8,8,5902.31
30,m,11,PhD,8,9,5902.21
30,f,9,PhD,8,10,5901.61
23,f,10,PhD,8,9,5901.46
31,m,10,PhD,8,7,5900.84
26,f,10,PhD,7,8,5900.18
28,m,13,Ma,7,9,5900
27,f,12,PhD,8,9,5899.51
26,m,13,Ma,8,10,5898.31
30,m,10,Ma,8,8,5896.42
25,f,9,PhD,8,8,5896.38
26,m,11,Ma,7,8,5895.69
26,m,13,PhD,7,10,5894.72
21,m,9,PhD,7,9,5893.43
23,f,9,PhD,5,8,5892.5
28,f,10,PhD,7,9,5891.23
24,f,8,PhD,7,9,5890.94
29,m,11,PhD,8,7,5890.28
24,m,12,PhD,6,8,5890.09
24,f,9,PhD,6,6,5889.57
32,f,13,PhD,6,7,5889.47
29,f,12,PhD,7,8,5889.33
27,f,13,PhD,8,7,5888.98
25,m,13,PhD,7,10,5888.08
27,m,14,PhD,8,8,5886.35
27,f,11,PhD,8,10,5886.1
25,f,11,PhD,7,8,5885.23
29,m,11,PhD,7,7,5882
29,m,11,PhD,8,7,5881.5
31,m,12,PhD,8,8,5881.47
29,f,10,PhD,8,8,5881.42
31,m,10,PhD,8,8,5881.27
29,m,10,PhD,8,8,5879.45
31,m,14,Ma,7,8,5879.07
22,m,11,PhD,8,9,5876.04
28,m,11,PhD,7,8,5873.75
29,f,10,PhD,7,7,5872.88
26,f,13,PhD,8,9,5870.93
23,f,11,PhD,6,5,5869.93
29,m,12,PhD,7,9,5869.07
24,f,13,PhD,7,9,5866.68
23,m,13,PhD,8,9,5866.44
32,f,11,PhD,6,9,5866.37
30,m,10,PhD,8,9,5865.16
32,f,12,PhD,7,10,5863.66
27,f,11,Ma,7,9,5863.11
29,f,11,PhD,8,9,5862.89
28,m,13,PhD,8,9,5862.79
31,m,10,PhD,7,8,5861.31
25,f,11,PhD,6,8,5861.09
28,m,12,PhD,7,8,5859.64
25,m,11,PhD,7,9,5859.37
28,m,12,PhD,7,9,5858.2
25,m,13,PhD,8,8,5857.55
25,m,12,PhD,8,8,5856.93
31,f,12,PhD,6,8,5856.1
27,f,11,PhD,8,9,5855.7
28,m,12,PhD,8,8,5854.95
32,m,13,Ma,7,8,5854.03
32,m,11,PhD,9,10,5853.43
29,m,11,PhD,9,8,5852.91
29,m,10,PhD,7,7,5851.69
25,f,11,Ma,7,9,5850.67
25,m,9,PhD,8,9,5849.3
26,f,12,PhD,7,9,5847.97
26,f,11,PhD,8,8,5847.31
28,f,12,Ma,8,9,5841.19
30,f,12,PhD,6,7,5840.89
24,f,12,PhD,7,10,5840.79
27,f,13,PhD,7,9,5840.08
28,f,11,PhD,8,9,5839.88
27,m,11,PhD,8,9,5836.26
29,f,9,PhD,7,8,5835.83
29,m,11,PhD,9,9,5835.17
28,m,9,PhD,8,7,5835
26,f,11,PhD,7,8,5834.45
24,f,10,PhD,7,8,5834.12
27,m,12,PhD,6,9,5833.21
27,f,9,Ma,8,7,5832.09
30,m,8,PhD,7,10,5831.73
28,f,10,PhD,6,7,5830.25
28,f,11,PhD,8,8,5830.17
32,f,10,PhD,8,8,5830.03
28,m,11,PhD,8,8,5829.92
30,m,14,PhD,8,10,5828.83
26,m,11,PhD,8,9,5827.85
29,m,10,PhD,8,8,5827.6
31,f,10,PhD,8,8,5826.8
32,m,8,PhD,6,7,5826.49
32,f,11,PhD,6,8,5825.95
28,f,12,PhD,7,9,5825.95
27,f,9,PhD,9,9,5824.8
30,m,10,PhD,7,7,5824.56
29,m,10,PhD,9,9,5824.45
32,m,11,PhD,9,9,5822.91
26,f,10,PhD,8,9,5822.07
25,m,13,PhD,6,8,5822.03
25,f,11,PhD,7,9,5822
24,m,12,PhD,8,10,5821.98
27,f,11,PhD,6,7,5821.9
29,m,9,PhD,7,8,5820.28
30,m,10,PhD,8,9,5820.07
26,f,9,PhD,8,8,5819.8
26,f,12,PhD,6,9,5818.36
25,f,12,Ma,8,9,5817.38
27,f,12,PhD,7,10,5815.79
28,f,10,PhD,8,9,5815.76
29,f,13,PhD,8,8,5815.58
27,m,8,PhD,9,9,5814.4
27,m,12,PhD,7,9,5814.39
27,f,9,PhD,7,9,5813.66
23,m,12,PhD,8,9,5813.39
24,f,10,PhD,7,10,5812.47
27,f,11,PhD,8,9,5811.07
22,m,12,PhD,7,9,5810.84
27,f,11,PhD,8,8,5810.72
25,f,11,PhD,7,9,5810.48
27,m,12,PhD,9,9,5810.27
31,f,11,PhD,9,8,5809.46
27,m,11,Ma,10,10,5808.32
29,m,11,PhD,8,9,5806.99
27,m,10,PhD,8,9,5806.45
32,m,9,PhD,8,9,5805.58
27,f,8,PhD,8,8,5805.16
25,m,12,PhD,8,9,5803.93
29,m,13,PhD,8,9,5803.93
23,m,11,PhD,7,7,5803.84
26,m,13,PhD,6,8,5803.69
32,m,14,PhD,6,8,5802.6
26,m,10,Ma,9,8,5802.19
29,m,12,Ma,5,8,5802.06
27,m,12,PhD,9,7,5801.99
28,f,11,PhD,7,8,5801.21
27,f,10,PhD,6,8,5800.64
23,f,9,PhD,8,8,5800.45
31,f,14,Ma,7,9,5800.27
30,m,9,PhD,7,9,5799.7
27,f,12,PhD,9,9,5799.21
29,f,9,PhD,8,9,5798.67
28,m,9,PhD,7,8,5798.16
33,m,8,PhD,7,8,5797.33
29,f,13,PhD,7,10,5796.33
25,m,12,PhD,7,8,5796.13
24,m,10,PhD,7,8,5795.2
24,m,12,PhD,6,8,5795.12
29,m,9,PhD,8,9,5794.13
27,m,11,PhD,6,7,5793.9
24,f,11,PhD,7,9,5793.61
30,f,10,PhD,7,8,5792.94
26,f,11,PhD,8,9,5792.35
29,m,11,PhD,7,9,5792.28
25,m,14,PhD,6,7,5792.04
26,f,12,PhD,7,8,5791.42
30,m,10,PhD,7,8,5791.35
26,f,12,PhD,7,9,5789.56
28,m,9,PhD,8,8,5788.75
28,f,11,PhD,8,8,5788.66
21,m,10,PhD,9,8,5788.3
26,m,9,Ma,8,9,5787.74
33,m,11,PhD,9,7,5786.82
24,m,10,PhD,7,8,5786.56
31,m,9,PhD,9,10,5786.25
24,f,11,PhD,8,8,5785.4
31,f,8,PhD,8,10,5784.98
21,m,11,PhD,8,8,5784.64
26,m,10,PhD,7,9,5784.05
26,m,11,PhD,8,7,5783.7
27,f,11,Ma,7,9,5783.57
32,m,9,PhD,8,7,5783.02
27,f,13,PhD,8,8,5782.23
27,m,12,PhD,8,10,5782.19
26,f,12,Ma,7,8,5781.53
26,f,10,PhD,7,10,5781.29
26,m,9,PhD,8,8,5781.09
25,f,9,PhD,6,10,5780.55
22,f,13,PhD,7,8,5780.01
27,m,11,PhD,6,7,5779.89
30,m,10,PhD,8,9,5779.8
23,m,9,PhD,7,8,5779.63
28,m,10,PhD,7,9,5778.85
26,m,12,Ma,6,7,5778.58
27,m,11,PhD,9,8,5778.37
24,m,10,PhD,8,8,5777.63
30,m,13,PhD,7,9,5777.56
27,m,9,PhD,6,8,5776.43
25,m,12,PhD,8,7,5775.5
26,m,8,PhD,8,8,5775.35
24,f,10,PhD,8,8,5775.3
29,m,11,PhD,6,8,5774.04
26,f,11,PhD,7,7,5773.53
28,f,13,PhD,7,9,5772.73
24,m,10,PhD,6,8,5772.19
25,m,9,PhD,7,9,5771.78
27,m,14,PhD,8,8,5771.67
23,m,10,PhD,9,10,5771.46
30,m,11,PhD,7,8,5771
26,f,12,PhD,8,9,5769.33
34,f,9,PhD,9,9,5767.59
25,f,9,PhD,7,10,5767.17
26,m,9,PhD,8,9,5767.14
29,m,13,PhD,6,8,5766.79
24,f,12,PhD,7,9,5766.38
28,m,11,PhD,8,8,5765.76
29,m,10,PhD,7,9,5765.62
31,f,12,PhD,8,9,5765.12
24,m,12,PhD,8,9,5762.74
29,m,12,PhD,7,8,5762.7
26,m,11,PhD,8,9,5762.49
23,f,13,PhD,6,8,5762.03
23,f,12,PhD,7,9,5762.02
22,m,10,PhD,8,8,5761.92
28,m,11,Ma,8,8,5761.27
32,m,10,PhD,7,8,5760.15
27,m,12,PhD,8,8,5759.85
30,f,12,PhD,7,8,5758.82
32,m,7,PhD,8,9,5756.56
28,f,12,PhD,7,10,5755.14
22,m,12,PhD,7,8,5754.75
26,f,13,Ma,6,6,5754.69
28,f,10,PhD,9,9,5754.37
33,m,9,PhD,7,9,5754.31
26,m,13,PhD,8,9,5753.16
26,f,9,PhD,6,7,5753.14
31,m,8,PhD,9,9,5752.81
28,m,12,PhD,7,9,5752.47
30,m,10,PhD,7,9,5752.34
30,f,11,PhD,7,9,5752.24
30,f,12,PhD,8,10,5752.13
29,f,10,PhD,7,8,5752.12
27,f,12,PhD,7,9,5752.04
27,m,8,PhD,8,8,5751.19
28,f,12,PhD,8,10,5750.5
25,m,12,PhD,6,7,5749.19
29,m,13,PhD,10,10,5749.19
33,m,10,PhD,7,8,5748.64
28,m,11,PhD,7,7,5747.14
28,m,9,PhD,7,10,5747.11
26,m,11,PhD,7,8,5746.45
28,m,11,PhD,7,9,5746.29
24,f,11,PhD,8,8,5745.99
31,f,14,PhD,9,8,5745.68
28,m,11,PhD,7,9,5745.42
22,f,13,PhD,9,6,5744.34
30,m,11,PhD,8,8,5743.54
27,m,10,Ma,8,9,5743.1
28,f,9,PhD,6,7,5742.33
27,m,10,PhD,8,8,5742.18
30,f,12,PhD,7,8,5742.02
23,f,13,PhD,8,9,5741.58
34,f,12,PhD,8,10,5740.8
24,f,12,PhD,7,8,5740.35
23,m,11,PhD,9,7,5739.96
25,f,9,PhD,8,8,5739.81
27,m,10,PhD,7,10,5739.65
27,f,12,Ma,7,8,5739.29
35,m,12,PhD,7,8,5738.96
26,m,11,PhD,8,10,5738.59
24,m,10,PhD,7,8,5737.86
28,f,11,PhD,7,8,5737.15
27,m,11,PhD,7,9,5736.16
31,f,12,Ma,7,9,5735.91
28,f,10,PhD,7,8,5735.43
28,f,8,PhD,7,10,5735.17
26,m,8,Ma,9,7,5734.41
25,f,10,PhD,9,7,5733.26
28,f,10,PhD,6,10,5733.21
28,f,11,PhD,7,9,5733.16
24,m,14,PhD,8,8,5732.89
28,f,11,PhD,7,9,5732.7
30,f,14,PhD,7,7,5732.3
27,m,9,PhD,8,9,5730.88
27,m,8,PhD,7,9,5730.84
24,m,11,PhD,7,9,5730.05
28,f,11,PhD,7,8,5729.87
28,f,12,PhD,7,9,5729.67
31,m,8,PhD,7,7,5729.55
26,m,14,PhD,8,9,5729.2
28,m,12,PhD,8,8,5727.14
26,m,10,PhD,7,8,5726.88
23,f,9,PhD,8,7,5726.68
30,f,11,Ma,7,7,5724.75
29,f,13,PhD,7,7,5724.37
31,m,10,PhD,8,9,5724.37
23,m,11,PhD,8,9,5724.08
24,f,12,Ma,8,8,5723.47
29,m,11,PhD,8,9,5723.31
25,m,10,PhD,8,10,5723.16
30,m,12,PhD,9,7,5722.94
29,m,12,PhD,8,8,5722.58
32,f,15,PhD,8,8,5722.54
28,f,11,PhD,7,8,5720.58
29,m,11,PhD,7,8,5719.61
23,f,11,PhD,8,8,5719.31
25,f,12,Ma,7,9,5718.88
29,m,11,PhD,7,8,5718.8
29,m,10,PhD,7,8,5718.49
30,m,11,PhD,7,9,5717.89
30,m,12,PhD,8,8,5717.7
29,f,12,PhD,7,8,5717.12
29,m,12,Ma,7,9,5716.4
29,f,11,PhD,7,7,5716.38
26,f,11,PhD,8,8,5716.28
29,m,10,PhD,6,7,5716.21
26,f,12,PhD,8,8,5714.42
29,m,13,Ma,8,8,5714.24
30,f,11,PhD,9,9,5713.88
29,f,14,PhD,6,8,5713.84
25,m,9,PhD,6,6,5713.32
27,f,12,PhD,7,8,5712.99
28,m,11,PhD,7,9,5711.5
27,f,11,PhD,7,9,5711.4
31,m,10,PhD,8,8,5710.35
26,m,12,Ma,7,10,5709.78
28,f,9,PhD,8,9,5709.62
26,m,9,PhD,8,8,5709.56
31,f,9,PhD,7,8,5709.1
26,f,11,PhD,7,10,5709.07
27,m,12,PhD,7,9,5708.77
34,m,11,PhD,8,8,5708.34
22,m,12,PhD,7,9,5707.46
24,f,11,PhD,6,7,5707.06
32,m,10,PhD,5,7,5706.58
28,f,13,PhD,8,8,5706.56
24,m,11,PhD,7,8,5706.07
33,m,12,PhD,6,7,5705.7
24,m,13,PhD,7,8,5705.54
28,m,12,PhD,9,9,5704.34
24,m,11,PhD,6,8,5703.77
28,m,10,PhD,8,8,5703.46
25,m,8,PhD,8,8,5703.28
26,f,9,Ma,6,7,5702.92
22,m,12,PhD,8,7,5702.53
27,m,11,PhD,8,9,5701.62
32,f,8,PhD,8,10,5701.5
25,m,13,PhD,7,7,5701.11
24,f,11,Ma,7,9,5700.83
24,f,12,Ma,6,8,5700.68
25,f,11,PhD,7,8,5700.33
28,f,12,PhD,8,7,5699.1
27,m,12,Ma,9,8,5698.6
29,m,10,PhD,7,9,5697.83
30,m,11,PhD,9,8,5697.11
31,m,10,PhD,8,8,5695.48
28,f,12,PhD,6,8,5695.19
24,m,12,PhD,8,9,5695.11
29,m,9,Ma,7,10,5694.57
23,m,9,Ma,7,10,5694.16
21,m,9,PhD,7,8,5693.5
26,m,10,PhD,8,9,5693.28
29,f,11,PhD,7,9,5693.28
26,m,11,Ma,7,9,5692.84
25,f,14,PhD,7,9,5692.69
29,f,11,PhD,8,8,5692.42
28,f,12,PhD,7,8,5691.61
26,m,11,PhD,7,8,5691.46
26,m,8,PhD,8,8,5690.91
23,m,13,PhD,8,8,5690.56
26,m,11,PhD,7,8,5690.46
29,m,8,Ma,8,9,5690.09
29,f,11,PhD,8,8,5689.88
24,f,9,PhD,8,10,5689.66
29,m,9,Ma,8,8,5689.36
27,f,8,PhD,8,9,5688.81
25,m,11,PhD,7,9,5687.77
20,f,13,PhD,7,9,5687.44
28,f,12,Ma,8,8,5687.07
23,m,12,PhD,8,8,5686.45
29,m,9,PhD,8,9,5685.68
26,m,10,PhD,8,10,5685.17
26,f,11,PhD,7,9,5685.06
26,f,11,PhD,7,8,5684.89
28,m,13,PhD,8,9,5684.75
30,m,13,Ma,8,9,5684.71
26,f,12,PhD,8,7,5684.56
25,f,11,PhD,9,7,5684.46
28,f,8,PhD,6,7,5684.24
27,m,11,PhD,7,9,5683.57
25,m,10,PhD,7,10,5683.29
27,m,11,PhD,7,9,5682.69
25,f,10,PhD,8,8,5682.66
25,f,10,PhD,8,8,5682.27
29,f,11,PhD,7,8,5682.03
27,m,11,PhD,6,6,5681.93
31,f,12,PhD,8,8,5681.9
29,m,11,PhD,7,7,5681.86
27,f,12,PhD,9,8,5681.26
26,m,10,PhD,7,8,5681.11
24,f,13,PhD,7,10,5680.75
28,m,10,PhD,8,9,5680.64
27,f,10,Ma,9,7,5680.12
31,m,13,Ma,8,8,5679.73
28,m,11,PhD,7,9,5679.63
26,m,12,PhD,6,7,5679.58
22,m,9,Ma,8,9,5679.54
27,m,10,PhD,8,8,5679.39
26,m,8,PhD,8,8,5678.96
26,m,9,PhD,8,8,5678.95
33,m,13,PhD,6,7,5677.99
32,m,15,PhD,9,9,5677.36
30,f,11,PhD,7,7,5677.34
29,m,12,PhD,8,9,5677.24
27,f,11,PhD,7,7,5677.03
27,f,8,PhD,8,8,5676.84
28,f,13,PhD,7,8,5676.8
29,f,12,PhD,9,8,5675.9
27,m,11,Ma,8,8,5675.4
27,m,12,Ma,8,9,5675.27
26,f,12,Ma,7,8,5675.2
26,m,12,PhD,7,10,5675.05
27,f,10,PhD,6,7,5674.66
29,m,11,PhD,8,9,5674.45
31,m,9,PhD,7,8,5674.43
24,f,11,PhD,7,9,5674.33
27,m,11,PhD,6,8,5674.2
26,f,11,PhD,8,7,5673.72
27,m,13,PhD,7,10,5673.64
27,m,12,PhD,7,9,5672.62
28,m,12,PhD,7,9,5672.53
29,f,10,PhD,7,10,5672.15
27,m,10,PhD,7,9,5671.96
23,f,11,PhD,7,7,5671.62
28,m,9,PhD,8,10,5670.66
28,f,9,PhD,8,8,5669.97
23,f,12,PhD,8,9,5669.86
28,m,10,PhD,7,8,5669.84
26,f,9,PhD,8,8,5669.77
32,m,8,PhD,7,8,5669.24
29,f,13,PhD,7,8,5668.97
25,f,10,Ma,9,8,5668.66
26,f,9,PhD,7,8,5667.9
26,f,12,PhD,8,8,5667.65
28,m,9,PhD,8,8,5666.74
28,f,15,PhD,8,9,5666.63
26,m,12,PhD,8,7,5666.6
30,f,14,PhD,8,9,5666.6
29,m,10,PhD,8,8,5666.56
30,m,10,PhD,8,8,5665.57
26,f,14,Ma,8,8,5665.19
27,m,10,PhD,7,10,5665.01
25,f,10,PhD,8,9,5664.71
27,f,11,PhD,7,8,5664.66
27,m,10,PhD,8,8,5664.62
28,m,10,PhD,9,8,5664.46
22,f,10,PhD,9,10,5664.01
25,f,11,PhD,8,9,5663.53
35,m,13,PhD,7,8,5663.12
27,f,9,PhD,7,9,5663.09
30,f,12,PhD,9,9,5662.93
30,m,11,PhD,8,10,5662.9
30,f,10,PhD,8,9,5662.74
25,m,8,PhD,8,7,5662.57
29,f,11,PhD,6,8,5662.43
28,f,13,Ma,7,10,5661.59
31,m,12,Ma,9,9,5661.1
27,f,11,PhD,7,7,5660.52
28,f,14,Ma,8,9,5660.31
28,f,11,PhD,7,8,5660.2
26,m,11,PhD,8,9,5660.12
26,m,11,PhD,8,9,5660.12
25,m,9,PhD,8,6,5659.68
24,m,10,Ma,8,10,5659.62
26,m,15,PhD,9,9,5659.5
26,f,11,PhD,8,8,5659.27
25,m,11,PhD,8,7,5659.1
29,m,10,PhD,9,7,5658.75
28,m,12,PhD,8,10,5658.68
30,m,13,PhD,7,8,5658.52
28,f,9,PhD,7,7,5658.51
29,m,10,Ma,7,9,5658.23
27,f,10,PhD,10,8,5657.95
31,m,12,Ma,7,9,5657.52
26,f,11,PhD,8,10,5657.52
29,m,13,Ma,7,7,5657.46
25,m,11,PhD,7,9,5657.2
35,f,12,PhD,7,8,5656.8
28,m,12,PhD,6,8,5656.51
26,m,11,PhD,8,9,5655.92
25,f,9,PhD,9,7,5655.68
28,m,13,PhD,7,9,5655.54
27,f,10,PhD,7,8,5654.68
28,f,10,PhD,8,8,5654.57
27,m,11,PhD,9,8,5654.31
28,f,10,PhD,7,10,5654.3
27,f,10,PhD,7,9,5653.65
29,f,11,PhD,8,9,5653.48
28,f,9,PhD,8,10,5653.27
27,m,8,PhD,8,9,5651.66
28,m,12,PhD,9,8,5651.58
27,m,11,PhD,7,10,5651.43
30,f,11,PhD,7,9,5650.9
25,m,12,PhD,7,8,5650.32
22,m,13,Ma,8,9,5650.2
24,f,10,PhD,7,7,5650.01
34,m,10,PhD,7,9,5649.81
27,m,12,PhD,9,7,5648.87
27,f,11,PhD,8,7,5648.31
29,m,10,PhD,7,8,5648
27,f,12,Ma,7,9,5646.85
27,m,10,PhD,8,8,5646.79
28,m,12,PhD,8,9,5646.78
27,f,12,Ma,7,9,5646.49
26,f,11,PhD,8,8,5645.15
25,f,10,PhD,8,8,5644.76
31,f,12,Ma,9,8,5644.43
26,f,8,PhD,8,8,5644.4
27,m,11,Ma,7,8,5644.38
28,f,11,Ma,6,9,5644.18
22,f,10,PhD,7,9,5644.07
29,f,11,PhD,8,8,5643.99
28,m,13,PhD,7,9,5643.88
29,m,12,PhD,9,8,5643.4
25,m,12,Ma,8,8,5643.04
25,m,7,PhD,8,9,5641.73
27,f,8,PhD,8,8,5641.6
26,m,12,Ma,7,8,5641.56
25,m,10,PhD,8,9,5641.34
29,f,10,PhD,8,9,5641.05
28,m,12,Ma,6,7,5640.96
30,f,14,PhD,7,10,5640.26
27,f,10,PhD,8,9,5640.12
26,f,10,PhD,8,8,5639.87
30,f,11,Ma,7,8,5639.82
30,f,9,PhD,7,10,5639.71
24,f,14,PhD,9,10,5639.65
29,m,14,PhD,8,8,5639.6
30,f,10,PhD,6,8,5639.47
29,f,10,PhD,7,8,5639.36
32,m,11,PhD,8,7,5638.65
26,m,12,PhD,7,9,5638.13
25,f,10,PhD,6,7,5637.58
22,m,10,PhD,7,7,5636.92
30,m,13,Ma,8,9,5636.63
28,f,10,PhD,10,9,5636.59
28,f,11,Ma,10,9,5636.4
29,f,9,PhD,8,8,5636.13
27,f,8,PhD,7,8,5635.95
28,f,12,PhD,7,8,5635.48
26,m,9,PhD,8,9,5634.95
28,m,13,PhD,7,9,5634.79
